"zipcode","percentSingleFemHHWithKids","percentBlackHH","percentPoorHH","percentTTUnder15Min","totalIndividuals","perCapitaIncome"
"00934",0,24.0506329113924,27.1,77.8947368421053,288,27282.7463414634
"00936",,,,0,681,
"00949",13.5215238370622,11.4468500379514,32.6,12.2693393154353,82278,16874.4805863996
"00950",,,,,9,
"00951",0,56.25,,0,35,
"00952",13.117754728493,13.4533251982916,38.8,14.1586867305062,10008,12202.5579333537
"00953",13.1481056257176,8.25717566016074,32.3,7.55649145541427,73014,17273.6266714854
"00956",13.3871701546861,7.79875644525326,36.5,10.3548297373545,79304,15053.1012606751
"00957",15.1794938016529,9.24586776859504,33.7,10.7668867445404,45680,17237.1428178883
"00959",11.8733225979603,7.76704240472356,27.4,11.7013086989992,50560,20653.7963593586
"00960",,,,,1779,
"00961",9.94248867201115,8.26943185779017,25.5,12.8974767845418,32429,21361.0765530698
"00962",18.415359653867,10.32990805841,51.1,20.6369197553077,22491,11740.7082593857
"00965",13.8826546970183,14.0429624879769,51.9,20.3428571428571,9134,10123.3531276063
"00966",8.18639798488665,4.77015113350126,15.1,20.0290275761974,16676,50673.0061395349
"00968",4.9591280653951,2.77929155313352,6.7,27.9292557111275,3478,59987.0238095238
"00969",9.5194864146294,4.63653459568121,14,15.3787701660042,42219,38592.0690143337
"00971",11.3143631436314,5.60394889663182,34,17.5796408266402,30986,17966.827352742
"00976",13.5537500587047,9.08749354247875,27.5,8.73206807448989,65136,20671.9746706725
"00979",5.4783644303295,9.31586608442504,14.9,19.1529617231844,17030,36868.0670445488
"00982",11.540399798421,21.232991768856,28.1,17.2457020057307,16428,19645.5455979493
"00983",16.50758772231,22.9691684405686,28.3,18.805044740365,39234,21918.7048689744
"00985",14.3949546708711,24.6038628301143,30.3,17.495867768595,36553,17449.2687579483
"00987",14.0459231956966,19.4650595208447,26,12.3094457899986,63661,18287.1827167924
"01001",4.77607709750567,1.19047619047619,7.5,33.1349206349206,16769,44622.5012658228
"01002",7.70977508650519,3.55752595155709,10.1,47.2283464566929,29049,34327.9887738993
"01003",0,0,0,69.2813141683778,10372,
"01005",5.26587506453278,0,2.2,30.2272727272727,5079,46898.2867435158
"01007",6.89893066574681,1.44877543980683,4,16.5504988383217,14649,46393.688980635
"01008",1.0989010989011,0,4.1,15.0819672131148,1263,40938.7780269058
"01009",6.22950819672131,0,21.4,18.7250996015936,741,34185.6542056075
"01010",6.29228687415426,0,4.6,7.6527698458024,3609,51882.4873544761
"01011",6.13382899628253,0,4.8,11,1370,38761.7255717256
"01012",10.4417670682731,0,8,4.81099656357388,661,36220.8139534884
"01013",12.2086570477248,2.84128745837958,15,37.2607086197779,23188,28862.9782679209
"01020",6.37578616352201,2.75157232704403,7.7,33.4802701741913,29668,40049.4042510727
"01022",1.25687352710134,5.26315789473684,0,35.2036894696387,2451,46684.6183986371
"01026",4.60251046025105,0,6.7,16.6666666666667,946,51538.3140740741
"01027",2.39747634069401,1.00946372239748,2.9,27.2095013909694,17660,44028.9052496799
"01028",3.58744394618834,1.8282166264229,3.2,30.0293881912904,15720,57486.5277691911
"01029",0,0,6.8,3.75,789,36322.6112149533
"01030",7.63341589732042,1.75636117991443,8.5,26.6243785359163,11669,44365.1693668993
"01031",8.45771144278607,0,18.4,21.4669051878354,1308,46165.7346938776
"01032",0,0,0,12.1863799283154,570,48690.146529563
"01033",5.5932880543348,0,1.4,22.1554993678887,6227,44070.5336883538
"01034",4.82673267326733,0.618811881188119,3.4,17.1179883945841,2021,50407.0365591398
"01035",0.527831094049904,1.15163147792706,2.9,44.6497305619707,5250,54129.3496503496
"01036",3.09168443496802,0,4.2,22.1667306953515,5109,54136.7295825771
"01037",0,0,3.8,27.5555555555556,838,41663.6033057851
"01038",9.23076923076923,0.48582995951417,5.2,32.6676176890157,2545,60153.079392878
"01039",4.1726618705036,0,1.5,25.48794489093,1336,57727.5510204082
"01040",17.7205603937902,3.78013378770668,28.8,35.2928494430471,39880,29496.1424339284
"01050",9.25553319919517,1.40845070422535,6.3,9.27659574468085,2530,37983.4893617021
"01053",15.6302521008403,1.17647058823529,8.6,48.4297520661157,1685,39384.3797348485
"01054",6.11702127659574,1.32978723404255,4.5,20.9223847019123,1851,54756.4107424961
"01056",3.97665085735133,0.413474401070169,2.5,24.7310704960836,21103,44695.308089621
"01057",6.37015781922525,0,5.4,20.979020979021,8534,46090.5917508417
"01060",5.13058259928914,1.83897388348014,8.8,40.2670775552131,15284,41831.8270849273
"01062",10.4427549194991,1.54293381037567,7.9,37.515006002401,11150,55051.7024964429
"01063",,,,94.1463414634146,430,
"01066",,,,,64,
"01068",7.92682926829268,0,3.1,15.2747252747253,1902,42213.7167259787
"01069",8.21242019733024,0.290191526407429,4.5,24.4650683165764,8469,39184.1741659538
"01070",1.5625,1.5625,3.8,13.7795275590551,629,42569.3145539906
"01071",1.61001788908766,0,1.4,16.4788732394366,1596,41017.2567811935
"01072",6.51828298887122,0.794912559618442,4.2,7.64248704663212,1478,47845.5046468401
"01073",6.37467476149176,0.2601908065915,3.7,20.6518518518519,5792,50304.9839940901
"01074",0,0,,0,319,
"01075",3.98884239888424,1.78521617852162,3.4,35.6669035773513,17527,44432.8457227625
"01077",5.21667126690588,0,3.3,26.7849773008667,9502,52302.5223997494
"01079",0,0,0,33.8289962825279,692,29874.8829787234
"01080",10.5374077976818,1.47523709167545,18.1,17.5355450236967,2334,28351.6723057644
"01081",4.23600605143722,0.75642965204236,3.9,13.0710659898477,1698,41975.7218487395
"01082",8.62333114467061,0.262639527248851,9.4,29.0591174021649,10322,42211.9277073733
"01083",0.913621262458472,0,6.9,22.6633581472291,2888,34959.8482549317
"01084",0,0,0,3.84615384615385,176,57476.1785714286
"01085",7.50686005488044,1.34587743368614,5.1,28.3112848802956,41117,40639.0050922979
"01086",,,,84.8484848484848,687,
"01088",0,3.23624595469256,26.9,24.0601503759398,670,29379.7453798768
"01089",8.71571391950782,3.34102366914466,9.7,32.7963176064442,28391,40185.1907090465
"01092",11.7647058823529,0,18.9,15.3846153846154,1394,38082.8303850156
"01093",0,0,0,20.9580838323353,325,48813.4468085106
"01094",0,0,0,6.45161290322581,351,38099.5156950673
"01095",3.78787878787879,1.55210643015521,0.7,25.6370656370656,14319,60569.7860237751
"01096",3.58695652173913,0.326086956521739,3,14.7190008920607,2217,47253.5741935484
"01097",0,0,0,0,111,14116.6666666667
"01098",2.52918287937743,0.972762645914397,1.6,12.7134724857685,1101,48118.3076923077
"01103",8.95041854475209,16.1622665808113,47.6,39.0660592255125,2479,21924.5651950719
"01104",14.970733903647,12.5506528590725,23.4,32.0383805289024,22865,25786.4981303419
"01105",24.7725392886683,25.413564929694,46.9,35.4102826012938,12350,17144.1238106708
"01106",2.56629597946963,0.39349871685201,3,35.9721254355401,16021,87095.3057553957
"01107",24.2091836734694,12.2704081632653,35.1,31.7317317317317,11611,17912.0754716981
"01108",17.201540436457,17.5652545999144,22.7,28.4815713970426,26688,25636.1264451271
"01109",21.9466248037677,43.4013605442177,29.1,32.1473419840938,30250,19826.6133287731
"01118",13.3608321377331,11.0294117647059,8,26.4911746804626,14071,42173.2986230637
"01119",9.14924446284413,21.4034361415856,11.9,29.0896159317212,14152,28722.391994267
"01128",2.38589211618257,8.81742738589212,1.6,21.1835911230666,2631,42997.9893617021
"01129",9.92392807745505,14.073305670816,13.5,25.4463020685747,7019,40925.8326693227
"01151",21.1143695014663,13.4017595307918,34.4,25.1109701965758,8698,24840.9770114943
"01199",,,,,0,
"01201",9.55770458004025,3.67679544450444,14.5,51.3708799366525,46504,39032.2215448494
"01220",9.00236904448539,0.131613582521716,8.8,36.9859514687101,8603,37265.253117207
"01222",8.06845965770171,0,0,45.7692307692308,829,55750.5611888112
"01223",3.08582449373192,0,5.3,14.3651529193698,2314,52366.9124311084
"01224",0,0,0,18.6170212765957,182,54864.2366412214
"01225",5.20186335403727,0,8.3,23.6059479553903,3117,40047.5485074627
"01226",5.60234346393263,0,8.9,43.3403172702784,6945,41896.1060402685
"01229",0,0,0,26,95,39962.5074626866
"01230",3.62866646507409,1.78409434532809,5.5,50.7414397411701,8430,49285.2138041164
"01235",1.59663865546218,0,3.9,21.4381720430108,2766,43619.1446345257
"01236",13.5646687697161,0,2.8,33.3333333333333,1509,45896.467917078
"01237",0.72840790842872,0.104058272632674,0.3,32.1732405259087,2496,53399.6241771394
"01238",4.81203007518797,0,5.4,45.0213604995071,6047,51570.3053242493
"01240",4.11985018726592,0,12.5,48.9019033674963,4534,68678.633463035
"01242",0,0,0,16.6666666666667,476,13906.0355029586
"01243",5.59006211180124,0,2.9,4.59183673469388,334,50822.3333333333
"01244",0,0,0,0,151,32979.9056603774
"01245",5.70469798657718,0,4.3,32.9824561403509,985,41379.5648
"01247",7.57664233576642,1.88321167883212,13.3,47.4118861524849,16087,31538.0567545229
"01253",9.49152542372881,1.35593220338983,7,17.0731707317073,731,50174.4378698225
"01254",3.14769975786925,0,0,30.715935334873,972,79667.4318181818
"01255",3.71352785145889,0,3.1,6.42857142857143,915,43372.3049180328
"01256",4.96688741721854,3.64238410596026,7.1,18.6186186186186,692,39522.932238193
"01257",3.15217391304348,0.869565217391304,7.3,39.5638629283489,2121,54416.4207450694
"01258",0.606060606060606,0,8.2,38.3561643835616,374,53614.8237885463
"01259",8.81226053639847,0,2.1,14.7909967845659,635,61569.4576271186
"01260",0,0,0,29.5238095238095,240,36805.0700636943
"01262",5.00894454382826,0.894454382826476,3.9,48.0804387568556,1238,50200.0099626401
"01264",0,0,0,35.1851851851852,137,107796.441558442
"01266",0.45662100456621,0,3.7,20.2723146747352,1463,64276.5
"01267",3.11905667554203,0.266260935717003,2.1,70.334769638714,7989,45941.5471629265
"01270",6.0702875399361,0,4.6,7.45501285347044,778,45940.1426024955
"01301",9.18638491712008,0.92369986081235,11.5,41.6251881004746,17700,39858.1774598394
"01330",5.25547445255474,0,5.6,20.3703703703704,1506,50884.3216318786
"01331",6.24640735773137,0.325732899022801,9.7,35.4965937612047,13263,34783.5687022901
"01337",5.25423728813559,0.677966101694915,2.5,31.2735493594574,2596,45962.487394958
"01338",0,0,0,17.7570093457944,187,52615.243902439
"01339",6.09929078014184,0.283687943262411,9.3,25.6854256854257,1438,48014.2871900826
"01340",4.50331125827815,0,8.1,17.3580786026201,1701,42898.5313807531
"01341",3.33333333333333,0,2.3,21.1123723041998,1833,46110.3260869565
"01342",18.0039138943249,0,4.4,57.6832151300236,1492,69313.7105769231
"01343",0,0,0,0,75,57101.8
"01344",11.400651465798,0,7.3,19.8717948717949,1498,36060.2502463054
"01346",2.94117647058824,0,9.8,23.8532110091743,533,44058.2535211268
"01347",0,0,0,30,166,12997.4576271186
"01349",2.16216216216216,0,4.1,23.7851662404092,1091,29343.6258064516
"01350",3.17460317460317,0,18.2,17.910447761194,121,34451.0121951219
"01351",3.0623020063358,0,5.9,23.2387923147301,2270,48029.8974358974
"01354",6.22775800711744,0,3.4,40.6130268199234,1500,42932.2079851439
"01355",6.95876288659794,1.28865979381443,3.6,14.1649048625793,878,44750.1558028617
"01360",3.1496062992126,0,0.6,24.8558616271621,3032,47295.8803165183
"01364",5.09000620732464,0,9,37.4780470670882,7969,32334.9633802817
"01366",3.25865580448065,0.407331975560081,1.2,15.6862745098039,1277,48349.5284552846
"01367",5.85774058577406,0,7.9,42.8571428571429,522,51167.0195439739
"01368",6.65236051502146,0,9,10.7913669064748,1261,35624.026519337
"01370",5.49886621315193,0,6,27.7694982613015,4084,42491.9827462257
"01373",5.61679790026247,0,3.8,33.1671952877209,4600,45431.025390625
"01375",1.90789473684211,1.38157894736842,9.7,24.0225890529974,3684,35021.8816284639
"01376",9.15350344268935,0.567031186715269,21.3,50.4769805060141,5247,36849.7550962627
"01378",4.57317073170732,0,12.8,4.8780487804878,774,40165.5294117647
"01379",1.61662817551963,8.54503464203233,12,13.2768361581921,813,42175.7192982456
"01420",10.4480610809725,3.24827540017413,15.6,33.7759578824218,40337,31578.4356581886
"01430",2.24921277552856,0,4.1,16.5492957746479,6089,48017.6273551989
"01431",3.63805970149254,0.373134328358209,2.8,15.8499697519661,3074,47227.5829122646
"01432",7.6001261431725,4.60422579627878,8.5,31.7958179581796,7089,48776.8717948718
"01434",3.44827586206897,0,0,47.5490196078431,1795,6206.69963811821
"01436",3.20366132723112,0,5.8,27.58813654169,3336,47023.866851595
"01438",27.4509803921569,0,31.3,18.5185185185185,559,22861.1873350923
"01440",8.88497357160836,0.667002265290712,11.5,35.2425482174167,20347,33061.1684293834
"01450",5.3921568627451,1.47058823529412,2.9,17.8361426891415,10646,71750.844949425
"01451",3.29289428076257,1.96418255343732,4.6,19.7512437810945,4747,95677.5922268238
"01452",5.52995391705069,0,3.6,12.5057683433318,4382,47295.7102955505
"01453",5.9929141896355,5.05014111571489,7.4,30.8391288897914,40883,42621.3551884733
"01460",3.92271662763466,0.351288056206089,1.9,25.4395726685956,8924,73029.5000866101
"01462",6.85127715445214,1.33683456672237,7.5,17.8035341060232,10086,54181.4802391717
"01463",4.79774223894638,0.470366886171214,4.1,17.440505907805,11497,50958.7788223652
"01464",6.23869801084991,1.1754068716094,15,22.6422298587247,7211,31968.1278772379
"01467",0,0,0,17.2043010752688,316,107253.917050691
"01468",2.18728639781271,0,11.7,31.1265349706353,4021,37234.7222222222
"01469",3.17460317460317,0,3.3,15.0334075723831,6801,49262.9651162791
"01473",3.68663594470046,1.24069478908189,2.3,29.004329004329,7277,49235.8459422283
"01474",4.64807436918991,0,2.3,21.5563506261181,2125,48780.2188328912
"01475",3.64352535696701,0.17232890201871,5.2,20.3695926081478,10270,38688.6880112835
"01501",4.23632527187145,1.07125466645025,1.6,29.6903910201061,16075,52051.168723099
"01503",2.79383429672447,0.963391136801541,0.9,24.9160510409671,2866,68005.0341463415
"01504",7.11321873147599,0.711321873147599,1.8,18.4530151289154,9026,45466.5506188512
"01505",5.09000620732464,0,0.7,16.6277440448389,4355,78405.0872505918
"01506",1.78306092124814,0,3.2,30.9036144578313,3390,42567.1758483914
"01507",6.07517482517482,0.743006993006993,3.6,18.0821517322029,12981,51228.5261261261
"01510",5.61778390487679,1.98173358607617,6,30.7714408849303,13606,44653.9160402329
"01515",3.99500624219725,0,4.8,18.1484876260312,2183,45010.1012916383
"01516",8.80908532842234,0.613873542050338,2,14.3704680290046,8500,52461.0915564598
"01518",7.84490532010821,0,13,24.9031007751938,2974,47692.9178228388
"01519",3.40909090909091,0.420875420875421,2.7,10.484668644906,6595,62788.9015201586
"01520",3.59811246559182,0.629178136059772,1.9,23.2844915131293,13997,65382.0413436693
"01521",1.67158308751229,2.16322517207473,2.5,18.6637618010167,2481,43500.2759197324
"01522",8.00681431005111,0.851788756388416,1.5,21.2102689486553,3310,51803.7798245614
"01523",5.28888888888889,1.55555555555556,9.8,28.8848263254113,7582,38666.8802636397
"01524",3.35463258785942,0,3,19.0988948710683,6696,42303.8809318378
"01525",13.5416666666667,0,0,0,290,22859.2676056338
"01527",6.31984585741811,0.635838150289017,4.9,24.8337669846777,13246,46606.4675557548
"01529",7.27091633466135,1.69322709163347,7.8,16.6979362101313,3190,41335.3156713067
"01531",1.93905817174515,0.831024930747922,3.7,14.2250530785563,999,44783.29395218
"01532",4.43000590667454,0.551289623941721,2.4,24.3310131477185,14155,67102.6619793903
"01534",5.66251415628539,0,0,27.5103734439834,5631,50008.6575268817
"01535",11.3340563991323,2.06073752711497,3.4,25.5124291321413,4680,39461.3699313787
"01536",6.22240064231232,0.602167804094741,3.5,20.8109719737627,6888,55124.1764453961
"01537",4.41640378548896,0,11.4,15.3271028037383,2248,46868.6038834951
"01540",7.71672771672772,0.757020757020757,4.4,21.826498938082,11291,41268.675
"01541",0.502933780385583,0,2.2,11.4216281895504,3413,60298.1653543307
"01542",4.75482912332838,0,3.4,31.0982658959538,2202,37086.0363262509
"01543",2.2002200220022,0.513384671800513,2.1,14.1711921386087,7973,49176.1024827329
"01545",4.64040699915209,2.12749556771757,3.1,24.2541696030068,35299,61171.0715651343
"01550",12.1230769230769,1.8,13.8,40.6643757159221,16719,30909.3167701863
"01560",9.05063291139241,0,5,9.10010111223458,4527,52516.1904761905
"01561",0,0,0,33.0188679245283,330,9932.00727272727
"01562",5.60211733568593,0.948389942655492,5.9,18.4988627748294,11688,41547.2549560853
"01564",2.57602862254025,0.787119856887299,3.4,13.3734624443863,7808,59552.1618519227
"01566",2.60047281323877,0,5,25.205047318612,6294,59840.8614051973
"01568",3.88719512195122,0.457317073170732,4.7,17.8674351585014,7480,62597.083032491
"01569",5.76197099145639,0.278164116828929,3.5,21.0680751173709,13569,50887.1606852434
"01570",10.4329004329004,2.30880230880231,10.8,31.2647909545096,16767,38473.384244373
"01571",4.60325534079349,1.16988809766022,7.5,31.7532115071467,11390,39199.3925187032
"01581",3.12320916905444,1.93409742120344,2.9,23.7017154860544,18272,68736.6608867971
"01583",5.9051724137931,0.258620689655172,3.8,28.6649690796653,7591,41847.2836719338
"01585",4.36946902654867,1.9358407079646,5.5,26.4882325796031,4554,48429.3642564802
"01588",7.20835455934794,0,6.5,30.4184017449931,9733,46161.0657439446
"01590",6.69497060744611,0,1.6,19.7946886855613,8875,61012.9991799246
"01602",6.34903047091413,8.50969529085873,6.9,29.4452347083926,22819,45334.7100203718
"01603",10.9208891343366,8.09057020571586,19,21.2135247799907,19916,29976.4343743175
"01604",9.73033083124826,8.78509869335557,11.8,27.1755233494364,34677,38115.0400602788
"01605",15.8646616541353,14.4454887218045,26,34.2593438727954,26221,32765.834354754
"01606",4.93027888446215,8.2046812749004,4.7,34.288886645806,19077,48255.3712871287
"01607",9.60577456968351,13.1871182676291,18.6,24.0957966764418,8351,36184.6913751299
"01608",23.5051546391753,17.8006872852234,52.8,40.3755868544601,3888,13843.6588868941
"01609",9.32757900598636,10.4273980231101,18.3,37.6559459768799,22421,28047.298724309
"01610",18.4221119012478,14.6920703072588,29.1,33.675469957329,23945,16890.7999225364
"01611",2.55047821466525,1.80658873538789,0,24.9244712990937,2242,52023.0611842105
"01612",3.37524818001324,3.17670416942422,5.5,18.1159420289855,4845,51594.2970356927
"01701",3.79559645087085,4.83897469602366,4.1,24.6317927882174,31217,59980.6768926274
"01702",8.27662824607693,10.0263852242744,12.9,29.5016036247009,37206,39170.1248932616
"01718",14.9700598802395,10.7784431137725,0,12.280701754386,469,68088.2106918239
"01719",4.39047174217655,0.653900046707146,3.3,21.5993404781533,4996,85455.5026323081
